"id","rated","created_at","last_move_at","turns","victory_status","winner","increment_code","white_id","white_rating","black_id","black_rating","moves","opening_eco","opening_name","opening_ply","time","increment","modality","duration","diff","diff_num","winner_num","rated_num"
"WoXGmMSk","TRUE",1488650208992,1488650701179,41,"resign","white","5+8","maximusod",1768,"ttorok",1773,"e4 c5 Nf3 d6 d4 cxd4 c3 dxc3 Nxc3 Nc6 Bc4 Nf6 O-O g6 Bg5 Bg7 Qe2 Bg4 Rfd1 Ne5 Bb5+ Nfd7 Qe3 Nxf3+ gxf3 Bh5 Nd5 f6 Bh6 O-O Rac1 Bxh6 Qxh6 a6 Bxd7 Qxd7 Rc7 Qh3 Nxe7+ Kh8 Nxg6+","B53","Sicilian Defense: Modern Variations |  Tartakower",7,5,8,"Light",492187,-5,-1,1,1
"XL0qQ3Z3","TRUE",1485988021513,1485988939534,108,"draw","draw","5+5","donobtuso",1857,"maximusod",1763,"d4 c5 dxc5 b6 cxb6 Nf6 bxa7 Rxa7 Be3 Rc7 c3 Rc6 Bd4 d5 Nf3 Bf5 Bxf6 gxf6 e3 e5 Be2 Qb6 Qd2 Bh6 O-O Rg8 g3 Bg4 Qxd5 Qxb2 Nbd2 Qxc3 Rac1 Qxc1 Rxc1 Rxc1+ Kg2 Be6 Bb5+ Nd7 Bxd7+ Bxd7 Ne4 Bg7 Nd6+ Ke7 Nb7 Rgc8 Qd6+ Ke8 a4 R1c6 Qd3 f5 Nd6+ Kd8 Nxc8 e4 Qd5 exf3+ Kxf3 Rxc8 Qxf7 Bc6+ Ke2 Be5 Qf8+ Be8 Qxf5 Rc2+ Kd1 Bxa4 Qxc2 Bxc2+ Kxc2 Ke7 Kd3 Ke6 Ke4 Bd6 f3 Be7 f4 Kf6 h3 Bc5 g4 Kg6 Kf3 h6 e4 Kf6 h4 Kg6 f5+ Kf6 g5+ hxg5 hxg5+ Kxg5 Ke2 Kf4 Kd3 Ke5 Kc4 Kxe4 Kxc5 Kxf5","A43","Benoni Defense: Cormorant Gambit",4,5,5,"Light",918021,94,1,0,1
"hfrdFAJK","TRUE",1482944599819,1482945039243,92,"mate","black","9+0","maximusod",1815,"mtb35",1724,"e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Be6 Nf3 Nf6 Bd3 g6 O-O Bg7 Re1 O-O c4 Bg4 Be2 Re8 Ne5 Bxe2 Nxe2 Nfd7 Bf4 Nxe5 dxe5 Qxd1 Raxd1 Na6 Rd7 Nc5 Rc7 Nd3 Rb1 Nxf4 Nxf4 Bxe5 Nd3 Bxc7 b4 f6 Rb3 b6 c5 b5 g3 e5 f4 Kg7 fxe5 Bxe5 Rb1 a5 Rf1 axb4 Nxb4 Bd4+ Kh1 Bxc5 Nxc6 Re6 Rd1 Rxc6 Rd7+ Kh6 h4 Rd6 Rc7 Rd1+ Kg2 Rg1+ Kh3 Bf2 h5 Rxg3+ Kh2 Rxa2 Rc1 Be1+ Kh1 Rh3+ Kg1 Ba5 hxg6 Kxg6 Rb1 Bb6+ Kf1 Rh1#","B18","Caro-Kann Defense: Classical Variation",8,9,0,"Light",439424,91,1,-1,1
"AfI69Hi1","TRUE",1477534654869,1477535017897,62,"mate","black","5+5","maximusod",1815,"jorgesolano_cr",1872,"e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Ngf3 c5 c3 Nc6 Nb3 Qb6 Be3 c4 Nbd2 Qxb2 Be2 Qxc3 O-O Be7 Nb1 Qxa1 Qc2 Nb4 Qa4 Qxa2 Nc3 Qxa4 Nxa4 b5 Nc5 Nxc5 dxc5 a5 Nd4 Bxc5 Nxb5 Bxe3 fxe3 Nc6 Nd6+ Ke7 Rxf7+ Kd8 Bh5 g6 Bg4 Nxe5 Rg7 Nxg4 Nf7+ Ke8 Nd6+ Kf8 Rf7+ Kg8 Re7 Rb8 h3 Rb1#","C05","French Defense: Tarrasch Variation |  Closed Variation",6,5,5,"Light",363028,-57,-1,-1,1
"5xnhQq2T","TRUE",1477533744402,1477534139945,47,"resign","white","5+8","maximusod",1800,"mhelveen",1741,"e4 e5 Nf3 d6 Bc4 Nd7 d4 c6 dxe5 dxe5 O-O Qc7 Nc3 Bd6 Ng5 Nh6 Qf3 O-O Nh3 Nf6 Bxh6 gxh6 Qxf6 Bxh3 gxh3 Be7 Qf5 Bg5 Kh1 Kg7 Rg1 f6 h4 b5 Rad1 bxc4 Rd7+ Rf7 Rxc7 Rxc7 hxg5 fxg5 Qxe5+ Kg6 Qxc7 Kh5 Qxc6","C41","Philidor Defense #3",5,5,8,"Light",395543,59,1,1,1
"QtDsXGRd","TRUE",1477268314578,1477268513592,27,"mate","white","10+3","derekkered",1868,"maximusod",1808,"d4 e6 e4 Nf6 e5 Nd5 c4 Nb6 Nf3 c5 d5 d6 Bf4 Be7 dxe6 Bxe6 exd6 Bxd6 Qxd6 Qf6 Be5 Qh6 Nbd2 N8d7 Ne4 O-O-O Qc7#","C01","French Defense: Mediterranean Defense",4,10,3,"Fast",199014,60,1,1,1
"lzJdapQf","TRUE",1481538612266,1481539531651,63,"resign","white","10+0","lucamex",1412,"dijkstra",1410,"e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 d4 Bg4 Be2 Bxf3 Bxf3 e5 Qe2 Bd6 O-O Nf6 Re1 O-O dxe5 Bxe5 Bg5 Nfd7 Rad1 Bxc3 bxc3 Qxg5 Bg4 Qd8 Qd3 Qh4 Bxd7 Rd8 Re8+ Rxe8 Bxe8 Na6 Bd7 Rd8 Qe3 g6 g3 Qh5 Rd4 c5 Rd3 c4 Rd4 Nc5 Bg4 Qxg4 Rxd8+ Kg7 Qe5+ f6 Qxc5 g5 Qc7+ Kg6 Rg8+ Kf5 Qd7+","B01","Scandinavian Defense: Main Line",6,10,0,"Fast",919385,2,1,1,1
"p6AEqAlu","TRUE",1481443672464,1481443856357,20,"resign","black","10+0","b42",1464,"dijkstra",1397,"e4 d5 Nf3 dxe4 Ng5 Nf6 Nc3 Bf5 Qe2 c6 Ngxe4 Bxe4 Nxe4 Nd5 Qf3 Qa5 Ng5 f6 Qh5+ g6","A06","Zukertort Opening: Tennison Gambit",3,10,0,"Fast",183893,67,1,-1,1
"kB64D7rV","TRUE",1481442565943,1481443515796,68,"resign","black","10+0","nzic",1387,"dijkstra",1385,"e4 d5 Nf3 dxe4 Ng5 c6 Nxe4 Bf5 Ng3 e6 Bc4 Bd6 Nf1 Nf6 Qf3 Bg4 Qe3 O-O d3 Bb4+ c3 Ba5 b4 Bb6 d4 Na6 Be2 Qd5 h3 Bxe2 Qxe2 Qxg2 Rh2 Qg1 Bf4 g5 Bg3 Bc7 Nd2 Bxg3 Nf3 Qxh2 N3xh2 Bxh2 Nxh2 g4 hxg4 Nd5 c4 Ndxb4 a3 c5 axb4 cxb4 Nf3 Rfe8 Ne5 b3 Qb2 f6 Nf3 e5 dxe5 fxe5 Nxe5 Nc5 f4 Nd3+","A06","Zukertort Opening: Tennison Gambit",3,10,0,"Fast",949853,2,1,-1,1
"jGQvd3Wz","TRUE",1504483353766,1504484622345,200,"outoftime","black","10+0","resiliente",1910,"elvispy65",1827,"Nf3 Nf6 d4 b6 Bf4 Bb7 e3 g6 h3 d6 Be2 Bg7 c4 O-O Nc3 Nbd7 O-O Re8 Bh2 e5 Rb1 a6 b4 Ne4 Qc2 exd4 exd4 Nxc3 Qxc3 Rxe2 Qd3 Re8 Rbd1 a5 a3 axb4 axb4 Be4 Qb3 Qf6 c5 Bxf3 Qxf3 Qxf3 gxf3 bxc5 dxc5 Be5 f4 Bc3 cxd6 Bxb4 dxc7 Nb6 Rb1 Bc3 Rxb6 f5 Rfb1 Ba5 Rc6 Rac8 Ra1 Rxc7 Rxc7 Bxc7 Ra7 Bb6 Rb7 Bc5 Bg3 Re7 Rb8+ Kf7 Bh4 Rd7 Rh8 Kg7 Rc8 Bd6 Bg3 Kf7 Kg2 Bc7 Ra8 Ke6 Kf3 h5 Ra6+ Kf7 Rc6 Bd8 h4 Be7 Ra6 Rd6 Ra7 Ke6 Ra8 Rc6 Rg8 Kd5 Re8 Bd6 Re6 Bc7 Re7 Kd6 Rg7 Kc5 Rg8 Kd4 Rg7 Kc3 Rd7 Kc4 Ke2 Re6+ Kf3 Kc5 Rxc7+ Kd6 Ra7 Kd5 Ra5+ Kd4 Ra4+ Kd3 Ra3+ Kd4 Ra4+ Kd3 Kg2 Ke2 Ra2+ Kd3 f3 Re2+ Rxe2 Kxe2 Bf2 Kd1 Bd4 Ke2 Bf6 Ke1 Kg3 Ke2 Bd4 Kf1 Bf2 Ke2 Kg2 Kd3 Kf1 Kd2 Bd4 Kd3 Bc5 Kc4 Ba7 Kd3 Kf2 Kd2 Bb6 Kd1 Ke3 Ke1 Bd4 Kf1 Kd3 Kg2 Ke2 Kg3 Be3 Kxh4 Bf2+ Kh3 Kd3 Kg2 Be1 Kxf3 Bd2 Kg4 Kd4 h4 Be3 h3 Bg1 Kxf4 Bh2+ Kg4 Ke3 f4+ Kf2 g5 Kg1 f3 Kf2 Kh4","A47","Queen's Indian Defense",4,10,0,"Fast",1268579,83,1,-1,1
"EjMwQdAs","TRUE",1504391994139,1504392953171,80,"resign","black","10+0","jackal74",1752,"elvispy65",1818,"d4 Nf6 Nc3 d5 Bf4 Bf5 Qd2 c5 e3 e6 O-O-O Nc6 Nf3 Bd6 Bg5 h6 Bh4 c4 Bxf6 Qxf6 Nb5 Bb8 a3 a6 Nc3 O-O h3 Qe7 g4 Bh7 Bg2 Bd6 Rde1 Bxa3 bxa3 Qxa3+ Kd1 Nb4 e4 dxe4 Nxe4 Na2 Re3 c3 Nxc3 Nxc3+ Rxc3 Qa1+ Ke2 Qa4 Rc1 Rad8 Ke3 Rfe8 Ne5 f6 Rc4 Qb5 Rc5 Qa4 c3 fxe5 Rxe5 Qb3 Be4 Bxe4 Rxe4 e5 Kf3 Qd5 Qe3 exd4 cxd4 Rxe4 Qxe4 Rf8+ Ke3 Qb3+ Qd3 Rf3+","D01","Queen's Pawn Game: Chigorin Variation",4,10,0,"Fast",959032,-66,-1,-1,1
"yR0d7vCz","TRUE",1504391503617,1504391985595,47,"resign","white","10+0","elvispy65",1809,"jackal74",1762,"e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nc6 Bc4 Bf5 d3 O-O-O Bd2 Qc5 Bxf7 Nf6 O-O e5 a3 Nd5 Bxd5 Rxd5 Nxd5 Qxd5 Re1 Bd6 Qe2 Re8 Ng5 h6 Ne4 Nd4 Nxd6+ cxd6 Qh5 Rf8 Be3 Nxc2 Rac1 Bxd3 Red1 Qb3 Bxa7 Kd7 Qh3+ Bf5 Qxb3","B01","Scandinavian Defense: Main Line",6,10,0,"Fast",481978,47,1,1,1
"Xg0pELgT","TRUE",1504135011936,1504135845679,71,"resign","white","10+0","gguth",1818,"elvispy65",1813,"e4 e5 Bc4 Nf6 Nc3 Nxe4 Bxf7+ Kxf7 Nxe4 d5 Ng3 Nc6 d3 Be7 Qf3+ Bf6 c3 Rf8 N1e2 Kg8 O-O Be6 Nh5 Qe7 Neg3 Bg5 Qe2 g6 f4 Bh6 fxe5 Bxc1 Nf6+ Kh8 Raxc1 d4 c4 Rad8 b3 Bc8 Nd5 Qxe5 Qxe5+ Nxe5 Rxf8+ Rxf8 Nxc7 Nxd3 Rd1 Nb4 a3 Nc2 Nb5 a6 Nxd4 Rd8 Nge2 Bg4 Rd2 Nxa3 Ra2 Nb1 h3 Bxe2 Nxe2 Nd2 Rb2 Kg7 Nc3 Ne4 Nxe4","C27","Vienna Game #2",6,10,0,"Fast",833743,5,1,1,1
"7S7qEsYs","TRUE",1504009129506,1504009950045,88,"resign","black","10+0","sinitsin",1806,"elvispy65",1802,"e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 d6 d3 O-O Bg5 h6 Bxf6 Qxf6 O-O Be6 Bxe6 Qxe6 Nd5 Ba5 c4 c6 Ne3 Nd7 b4 Bxb4 Qb3 a5 a3 Bc5 Qxb7 Rfc8 a4 Rab8 Qa6 Ra8 Qb7 Rab8 Qa6 Qe8 Qxa5 Bb4 Qa6 Nc5 Qa7 Rb7 Qxb7 Nxb7 Rfb1 c5 Nd5 Na5 Nxb4 cxb4 Rxb4 Nc6 Rbb1 Rb8 Rc1 Rb2 a5 Qb8 a6 Qa7 Rf1 Nb4 d4 Ra2 Rab1 Nxa6 dxe5 dxe5 Nxe5 Nc5 Nc6 Qc7 Nd4 Nxe4 Nf3 Qxc4 Rb8+ Kh7 Ne5 Qc7 Re8 Rc2 h3 Nf6","C42","Russian Game: Three Knights Game",5,10,0,"Fast",820539,4,1,-1,1
"IY1pe9oi","TRUE",1503968616166,1503969733517,158,"draw","draw","10+0","elvispy65",1804,"kaka2020",1757,"e4 e5 Nf3 Nc6 Bc4 d6 O-O h6 h3 Be7 d3 Be6 b3 Bxc4 bxc4 Nf6 Nc3 O-O Nd5 Nxd5 cxd5 Nb8 Nh2 Nd7 Qg4 Nf6 Qg3 Kh7 Ng4 Nxg4 Qxg4 Qc8 Qxc8 Raxc8 Rb1 Rb8 f4 f6 f5 b6 Be3 a5 Rb5 Ra8 a4 Rg8 Rf3 g6 g4 gxf5 exf5 Rge8 c4 Bf8 Rf1 e4 Bd4 Bg7 Rd1 exd3 Rxd3 Re1+ Kf2 Rae8 Re3 R1xe3 Bxe3 Re4 Bxb6 cxb6 Rxb6 Rxc4 Rxd6 Rxa4 Ra6 Ra2+ Kf3 a4 d6 a3 d7 Rd2 Ra7 a2 Ke3 a1=Q Rxa1 Rxd7 Ra8 Re7+ Kf4 Re1 Kg3 Re7 Kf4 Rf7 Kg3 Rf8 Ra7 Kg8 Kh4 Rf7 Ra8+ Bf8 Kh5 Kg7 h4 Rc7 g5 hxg5 hxg5 fxg5 Kxg5 Be7+ Kf4 Rc4+ Ke5 Bf6+ Ke6 Rc6+ Kd5 Rc7 Ra6 Re7 Re6 Rd7+ Rd6 Ra7 Ke6 Re7+ Kd5 Kf7 Re6 Rd7+ Rd6 Ra7 Rb6 Ra5+ Ke4 Be7 Kf4 Ba3 Re6 Bb2 Ke4 Ra4+ Kf3 Bc1 Kg3 Rd4 Kf3 Bg5 Re4 Rxe4 Kxe4 Kf6 Kd5 Kxf5","C50","Italian Game",5,10,0,"Fast",1117351,47,1,0,1
"HiEPU0Wz","TRUE",1503842043576,1503842558303,85,"resign","white","10+0","elvispy65",1796,"agkosmin",1700,"e4 c6 d4 d5 Nc3 e6 e5 Bb4 Nf3 Bxc3+ bxc3 Bd7 Ba3 Ne7 Bd3 O-O Ng5 h6 Nf3 Re8 Qe2 Nf5 O-O b5 Rab1 a5 Bc1 Qe7 a4 b4 cxb4 axb4 Ra1 c5 dxc5 Qxc5 Bxf5 exf5 Be3 Qe7 a5 Be6 Rfb1 Nc6 a6 Reb8 Qd3 Qc7 g3 Nxe5 Nxe5 Qxe5 Bf4 Qc3 Qxc3 bxc3 Rxb8+ Rxb8 Bxb8 d4 a7 Bd5 a8=Q Bxa8 Rxa8 Kh7 Be5 d3 Bxc3 dxc2 Ra1 g6 Rc1 h5 Bd2 Kg7 Rxc2 Kf6 Kg2 Ke6 h4 Kd5 Bg5 Ke4 Rc7","B15","Caro-Kann Defense",5,10,0,"Fast",514727,96,1,1,1
"gYrID8Ip","TRUE",1503800781286,1503801800059,162,"resign","black","10+0","elvispy65",1807,"mhamed_basti",1786,"e4 c5 g3 Nc6 Bg2 e5 Nc3 Nf6 Nf3 d6 d3 g6 Nd5 Bg7 Ne3 O-O O-O Bd7 Nh4 Qc8 f4 Bh3 Qe2 Bxg2 Qxg2 Ng4 f5 Nxe3 Bxe3 Qd7 c3 b5 f6 Bh8 Qf3 Qe6 Ng2 Nb8 Bd2 Nd7 Ne3 Nxf6 c4 bxc4 dxc4 Nd7 Nd5 Rab8 Bh6 Bg7 Nc7 Qe7 Nd5 Qd8 Bxg7 Kxg7 b3 f5 Qd3 fxe4 Qxe4 Nf6 Nxf6 Rxf6 Rxf6 Qxf6 Rd1 Rd8 Qb7+ Kh6 Qxa7 Qf3 Rf1 Qe3+ Kg2 Qe2+ Rf2 Qe4+ Kg1 d5 Qxc5 dxc4 bxc4 Qb1+ Kg2 Qe4+ Kg1 Rd1+ Rf1 Rd2 Rf2 Rd4 Qf8+ Kh5 Qf3+ Qxf3 Rxf3 Rxc4 Re3 e4 a3 Kg4 Kg2 Kf5 Kh3 h5 Kh4 Ra4 h3 Ke5 Kg5 Kd4 Kf4 Kd5 h4 Rc4 Kg5 Kd4 Kf4 Kd5 Kg5 Rc6 a4 Kd4 Kf4 Rf6+ Kg5 Kxe3 Kxf6 Kf3 a5 e3 a6 e2 a7 e1=Q a8=Q+ Kxg3 Qb8+ Kxh4 Qh2+ Kg4 Kxg6 Qe6+ Kg7 Qe7+ Kg6 Qe8+ Kf6 Qh8+ Ke6 Qh6+ Kd5 Qg5+ Ke4 Qf5+ Ke3 Qf3+ Kd2 Qf4+ Ke1 Qxh2","B20","Sicilian Defense: Lasker-Dunne Attack",3,10,0,"Fast",1018773,21,1,-1,1
"OSP5NuJW","TRUE",1503789105761,1503789581507,60,"resign","black","10+0","juanme",1726,"elvispy65",1799,"e4 e6 d4 d5 e5 c5 c3 Nc6 dxc5 Bxc5 b4 Bb6 Bf4 Nge7 Bb5 O-O Bxc6 bxc6 Bg5 h6 Bh4 a5 Nf3 Ba6 Nd4 axb4 Nxc6 Bxf2+ Kxf2 Qb6+ Nd4 Nf5 Bg3 bxc3 Nxc3 Nxd4 Rb1 Nb5+ Ke1 Qe3+ Ne2 Nc3 Qd2 Qxd2+ Kxd2 Nxb1+ Ke3 Bxe2 Kxe2 Nc3+ Kd3 Nxa2 Bh4 Nb4+ Ke3 Nc6 Kf4 g5+ Bxg5 hxg5+","C02","French Defense: Advance Variation",8,10,0,"Fast",475746,-73,-1,-1,1
"u6QZIOGs","TRUE",1503165793369,1503166790590,104,"draw","draw","10+0","chess-player001",1831,"elvispy65",1776,"d4 Nf6 c4 e5 d5 Bc5 Nc3 O-O Bg5 d6 e4 h6 Bh4 c6 a3 Nbd7 Na4 Bd4 Qc2 Qa5+ b4 Qc7 Rb1 b6 Nf3 Ba6 Nxd4 exd4 Bd3 c5 b5 Bc8 O-O Ne5 Nb2 Nxd3 Nxd3 Nd7 f4 a6 a4 axb5 axb5 Re8 Qe2 Nf8 Qf3 Ng6 Bg3 Ra3 e5 Bf5 Rfd1 Rea8 Qe2 Ra2 Rb2 Bxd3 Rxd3 Rxb2 Qxb2 dxe5 fxe5 Nxe5 Qe2 Ra1+ Rd1 Rxd1+ Qxd1 Qe7 Qe2 f6 Bxe5 Qxe5 Qxe5 fxe5 Kf2 Kf7 Kf3 Ke7 h4 Kd6 h5 Ke7 g4 d3 Ke3 e4 Kd2 Kd6 Ke3 Ke5 Kd2 Kd6 Ke3 Ke5 Kf2 Kd6 Ke3 Ke5 Kd2 Kf6 Ke3 Ke5","A51","Indian Game: Budapest Defense",4,10,0,"Fast",997221,55,1,0,1
"LA0yEjVq","TRUE",1502971743735,1502972636268,55,"resign","black","5+10","elvispy65",1786,"marko_mostar",1795,"e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 O-O d6 c3 a6 Bb2 Bg4 h3 Bh5 d4 exd4 cxd4 Nxb4 a3 Nc6 g4 Bg6 Re1 Nge7 d5 Na7 Bxg7 Rg8 Bf6 Qd7 e5 Bf5 Nh2 O-O-O e6 fxe6 dxe6 Qe8 Kf1 Bxb1 Rxb1 Nac6 Qd3 Rf8 Bxa6 Rxf6 Rxb6 cxb6 Bb5 Qf8 Rc1 Rxf2+ Kg1","C51","Italian Game: Evans Gambit Declined",8,5,10,"Light",892533,-9,-1,-1,1
"CwAL0pfB","TRUE",1502901483405,1502902432164,79,"outoftime","white","5+5","elvispy65",1775,"hamid5900",1791,"e4 c5 Nf3 e6 g3 a6 Bg2 Qc7 c4 d6 Nc3 Nf6 d3 Be7 O-O O-O Nh4 Nbd7 f4 e5 f5 Qc6 Be3 b5 cxb5 axb5 a3 Ba6 Rc1 Rfd8 Nf3 Nb6 Ng5 Bf8 Qb3 c4 dxc4 Nxc4 Nd5 Nxd5 exd5 Qd7 Qd3 Nxe3 f6 g6 Qxe3 Bh6 h4 b4 Rf2 Qa7 Qe4 bxa3 bxa3 Rab8 Nh3 Bxc1 Kh2 Be3 Rf3 Bc1 Qg4 Rb2 h5 Bf1 hxg6 Rxg2+ Kh1 hxg6 Rxf1 Qe3 Kxg2 Qd2+ Rf2 Qxd5+ Kh2 Rb8 Qh4","B40","Sicilian Defense: French Variation",4,5,5,"Light",948759,-16,-1,1,1
"caZPkXrU","TRUE",1502762168390,1502762781282,51,"resign","white","10+0","adzi22",1789,"elvispy65",1786,"c4 Nf6 Nf3 c5 Nc3 Nc6 e3 e5 Qc2 d6 a3 Be7 b3 O-O Bb2 h6 Be2 a6 h3 Be6 e4 Nd4 Nxd4 exd4 Nd5 Nxd5 exd5 Bd7 O-O b5 Rae1 Bf6 d3 Bg5 Bf3 Bf5 Be4 Qf6 Qe2 Rae8 Qf3 Bh7 Qg3 Bf4 Qf3 Bg5 Qg4 Bxe4 dxe4 Re5 f4","A35","English Opening: Symmetrical Variation |  Four Knights Variation",6,10,0,"Fast",612892,3,1,1,1
"KGu96y5q","TRUE",1502754123039,1502755338950,109,"outoftime","white","10+0","elvispy65",1775,"afredoford",1761,"e4 c5 Nf3 Nc6 g3 e5 Bg2 d6 Nc3 Bg4 Nd5 Nd4 c3 Bxf3 Bxf3 Nxf3+ Qxf3 Nf6 Nxf6+ gxf6 d4 cxd4 cxd4 Rc8 d5 Be7 O-O Qd7 Be3 b6 Qh5 Rc2 b3 Rg8 Qxh7 Qg4 f3 Qg7 Qxg7 Rxg7 Rf2 Rxf2 Kxf2 Rh7 h4 Rh5 f4 exf4 Bxf4 Kd7 Rc1 f5 exf5 Rxf5 Rd1 Bxh4 Kg2 Be7 Kf3 Rh5 g4 Rh3+ Ke4 f6 Kf5 Rf3 Ke4 Rf2 a4 Re2+ Kf5 Rb2 Rd3 Rb1 Bh6 Rf1+ Bf4 Bf8 Ke4 Rg1 Rg3 Re1+ Re3 Rxe3+ Bxe3 Ke7 Kf5 Kf7 b4 Bg7 Bf4 Bf8 b5 Ke7 g5 fxg5 Bxg5+ Kd7 Kg6 Be7 Bh6 Bd8 Kf7 Bh4 Bf8 Bg3 Bg7 Be5 Bh6","B30","Sicilian Defense: Old Sicilian",4,10,0,"Fast",1215911,14,1,1,1
"bClicac9","TRUE",1502711904904,1502712364329,41,"resign","white","5+5","patxon",1773,"elvispy65",1786,"e4 e5 Nf3 Nf6 Bc4 d5 exd5 Nxd5 O-O Nb6 Bb3 Bd6 d3 O-O c4 Nc6 Be3 Qe7 Qc2 Bf5 c5 Nb4 Qc3 N6d5 cxd6 Qxd6 Bxd5 Nxd5 Qxe5 Qxe5 Nxe5 Rfe8 d4 f6 Nf3 Nxe3 fxe3 Rxe3 Nc3 c6 d5","C42","Russian Game: Urusov Gambit",5,5,5,"Light",459425,-13,-1,1,1
"L6wm8T10","TRUE",1502711096962,1502711884462,81,"resign","white","5+5","straszliwiec",1743,"elvispy65",1799,"b4 e6 Bb2 Nf6 b5 d5 e3 Bd6 c4 O-O Nf3 Bd7 a4 Re8 Qc2 e5 c5 Bxc5 Qxc5 b6 Qc2 e4 Ne5 Be6 Be2 Nbd7 Nc6 Qc8 O-O Nc5 Bxf6 gxf6 Rd1 Bd7 Nd4 a6 Nc3 a5 Bf1 Bg4 Be2 Bd7 g3 Kh8 Bf1 Rg8 Nce2 Nd3 Nf4 Bg4 Rdb1 Nb4 Qb3 Qd7 h3 Bf3 Bg2 Rg7 Bxf3 exf3 Nxf3 Rag8 Kg2 Qf5 Qd1 h5 Qh1 Nd3 Nxd3 Qxd3 Rc1 Qe4 Rxc7 h4 g4 f5 Kf1 fxg4 hxg4 Rxg4 Ke2","A00","Polish Opening: Schiffler-Sokolsky Variation",7,5,5,"Light",787500,-56,-1,1,1
"sNarS95j","TRUE",1502676680179,1502677844069,131,"outoftime","white","10+0","kian55",1807,"elvispy65",1809,"e4 e5 d4 exd4 c3 dxc3 Bc4 Nf6 e5 cxb2 Bxb2 Bb4+ Nd2 Bxd2+ Qxd2 Ne4 Qd5 Ng5 f4 c6 Qd6 Ne4 Qd3 Qa5+ Ke2 Nc5 Qf5 O-O Nf3 Qb4 Qc2 d5 exd6 Re8+ Kf2 Ne4+ Kg1 Be6 Bd3 Nxd6 Bxh7+ Kh8 Bc3 Qc5+ Kf1 Bc4+ Bd3 Nd7 Ng5 Bxd3+ Qxd3 Nf6 Bxf6 Qc4 Nxf7+ Kg8 Qxc4 Nxc4 Bxg7 Kxg7 Ng5 Rf8 g3 Rf6 Kg2 Re8 Rab1 Re2+ Kh3 Rh6+ Kg4 b5 h4 Rxa2 Rhe1 a5 Re7+ Kf8 Rf7+ Kg8 Rc7 Kf8 Rd1 Ne3+ Kf3 Nxd1 Rc8+ Ke7 Rc7+ Ke8 Rc8+ Kd7 Rf8 a4 f5 a3 Rf7+ Ke8 Ra7 Rf2+ Kg4 a2 Ra8+ Kd7 Ra7+ Kc8 Ne4 Rc2 Nc5 Nc3 Ne6 Rxe6 fxe6 Na4 e7 Re2 Ra8+ Kd7 Ra7+ Ke6 e8=Q+ Kd5 Rd7+ Kc5 Qxe2 a1=Q Qe3+ Kb4 Rd4+ Ka5 Qd2+","C21","Danish Gambit",5,10,0,"Fast",1163890,-2,-1,1,1
"ivwNhndL","TRUE",1502665108941,1502666094170,60,"resign","black","10+0","elvispy65",1823,"bontakriks",1729,"e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 e6 h4 h6 h5 Bh7 Bd3 Bxd3 Qxd3 Nf6 Bf4 Nbd7 O-O-O Be7 Kb1 O-O Ne5 Nd5 Bd2 Nxe5 dxe5 Bg5 Bxg5 Qxg5 Qe4 Rfd8 Rh4 Qe7 Rd3 a5 Rg4 Qb4 Qe2 Qb5 Qd2 Kf8 Rb3 Qa6 Ne4 Nc3+ Rxc3 Rxd2 Nxd2 Rd8 Kc1 Rd5 f4 a4 Rcg3 Qe2","B18","Caro-Kann Defense: Classical Variation",8,10,0,"Fast",985229,94,1,-1,1
"V46OrhKq","TRUE",1502661556898,1502661797982,44,"resign","black","10+0","badd_sneakers",1764,"elvispy65",1814,"d4 Nf6 Bf4 e6 Nc3 d5 Qd2 Bd6 f3 O-O O-O-O c5 e3 Bxf4 exf4 cxd4 Qxd4 Nc6 Qf2 Bd7 g4 Qc7 Qg3 d4 Ne4 Nxe4 fxe4 Rac8 Bd3 Nb4 a3 Nxd3+ Qxd3 Bb5 Qd2 Rfd8 e5 d3 c3 Ba4 Rf1 Qc4 Nf3 Qa2","A45","Indian Game",2,10,0,"Fast",241084,-50,-1,-1,1
